Programnamn;Programkod;Personnummer;Namn;Medelbetyg;Kurs;Kurskod;Poang;Obligatorisk;Betyg
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;VG
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Matteknik, 2;TFMT13;5;1;U
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Datorteknik;TSEA20;5;0;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Grundlaggande och diskret matematik, del 2;TATAx2;4;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Logik;TDDC36;4;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Informationssakning;TGTU60;1;0;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Programutvecklingsmetodik teori;TDDC01;3;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Envariabelanalys 2;TATA42;4;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Envariabelanalys 1;TATA41;4;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Matematisk statistik;TAMS27;4;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Mekanik;TFYY68;4;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Matteknik;TFMT12;2;1;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Signaler och system med transformer, del 1;TSDT13;4;0;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Reglerteknik;TSRT12;4;0;G
Civilingenjar i datateknik;LIU50100;6876624305;Alexandre Callanan;15.81;Analog konstruktion A;TSTE30;5;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Multidimensionell signalanalys A;TSBB06;4;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Introduktionskurs i Matlab, 1;TSRT04;5;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Objektorienterad programmering och Java;TDDC69;4;1;VG
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Telekommunikation A;TSDT45;4;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;VG
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Grundlaggande och diskret matematik, del 2;TATAx2;4;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Informationssakning;TGTU60;1;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Numeriska algoritmer, 3;TANA47;5;1;VG
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Linjar algebra, 5;TATA24;5;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Datasakerhet;TSIT02;4;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Matematiska utblickar;TATA40;1;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Datorsystem och programmering, 2;TDDC66;5;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Engelska;THEN18;4;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Medicin och teknik;TBME01;2;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Logik;TDDC36;4;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Programutvecklingsmetodik teori;TDDC01;3;1;VG
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Envariabelanalys 1;TATA41;4;1;VG
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Modern fysik, 2;TFYY93;5;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Datastrukturer och algoritmer;TDDC70;4;1;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Signaler och system med transformer, del 1;TSDT13;4;0;G
Civilingenjar i datateknik;LIU50100;9238753486;Neill Zeller;18.08;Ingenjaren, tekniken och samhallet;TGTU17;4;0;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Signalteori A;TSDT06;3;0;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Tekniska farutsattningar och anvandarkrav;TGTU09;6;0;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Telekommunikation A;TSDT45;4;0;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Matteknik, 2;TFMT13;5;1;VG
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Elektromagnetism;TFFY75;3;1;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Bilder och grafik A;TSBB65;4;0;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Grundlaggande och diskret matematik, del 2;TATAx2;4;1;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Konstruktion av digitala system A;TSTE70;5;0;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Engelska;THEN18;4;0;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Digital konstruktion, 4;TSEA42;5;0;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Modellbygge och simulering A;TSRT62;4;0;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Industriell ekonomi;TDEI04;4;1;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Imperativ programmering och Ada;TDDC68;4;1;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Medicin och teknik;TBME01;2;1;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Anatomi och fysiologi;TBME02;3;1;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Konstruktion med mikrodatorer, projektkurs, 5;TSEA29;5;0;VG
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Programutvecklingsmetodik teori;TDDC01;3;1;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Envariabelanalys 1;TATA41;4;1;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Funktionell programmering och Lisp, 5;TDDC67;5;1;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Datastrukturer och algoritmer;TDDC70;4;1;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Forskning vid LiTH;TGTU55;1;0;VG
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Signaler och system med transformer, del 1;TSDT13;4;0;G
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Processprogrammering och operativsystem;TDDB68;4;1;U
Civilingenjar i datateknik;LIU50100;1755167393;Lonnie Ledamun;12.88;Elektronik;TSTE58;4;0;G
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Multidimensionell signalanalys A;TSBB06;4;0;G
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Introduktionskurs i Matlab, 1;TSRT04;5;0;VG
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Signalteori A;TSDT06;3;0;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Modellbygge och simulering A;TSRT62;4;0;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Matteknik, 2;TFMT13;5;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Grundlaggande och diskret matematik, del 2;TATAx2;4;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Konstruktion av digitala system A;TSTE70;5;0;G
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Databasteknik;TDDB48;5;1;G
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Programutvecklingsmetodik teori;TDDC01;3;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Modern fysik, 2;TFYY93;5;1;G
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Matteknik;TFMT12;2;1;G
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Mekanik;TFYY68;4;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Signaler och system med transformer, del 1;TSDT13;4;0;G
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Processprogrammering och operativsystem;TDDB68;4;1;U
Civilingenjar i datateknik;LIU50100;6273083601;Jeffry Gumbley;12.24;Analog konstruktion A;TSTE30;5;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Multidimensionell signalanalys A;TSBB06;4;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Signalteori A;TSDT06;3;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Digital konstruktion, 4;TSEA42;5;0;VG
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Tekniska farutsattningar och anvandarkrav;TGTU09;6;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Telekommunikation A;TSDT45;4;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Medicin och teknik;TBME01;2;1;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Matteknik, 2;TFMT13;5;1;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Bilder och grafik A;TSBB65;4;0;VG
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Anatomi och fysiologi;TBME02;3;1;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Konstruktion av digitala system A;TSTE70;5;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Informationssakning;TGTU60;1;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Linjar algebra, 5;TATA24;5;1;VG
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Halvledarteknik;TFFY34;3;1;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Datasakerhet;TSIT02;4;0;VG
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Signaler och system med transformer, del 1;TSDT13;4;0;VG
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Industrikunskap;TGTU50;1;0;G
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Reglerteknik;TSRT12;4;0;VG
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Datorsystem och programmering, 2;TDDC66;5;1;VG
Civilingenjar i datateknik;LIU50100;7486290651;Bryanty Zuccarelli;18.50;Elektronik;TSTE58;4;0;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Digital styrning A;TSRT27;3;0;VG
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Matematisk statistik;TAMS27;4;1;VG
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Elektromagnetism;TFFY75;3;1;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Matematiska utblickar;TATA40;1;1;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Anatomi och fysiologi;TBME02;3;1;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Digitalteknik;TSEA22;4;0;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Matematiska utblickar;TATM87;1;1;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Reglerteknik;TSRT12;4;0;G
Civilingenjar i datateknik;LIU50100;6844741242;Otto Igarashi;20.00;Konstruktion av digitala system A;TSTE70;5;0;G
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Introduktionskurs i Matlab, 1;TSRT04;5;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Telekommunikation A;TSDT45;4;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Artificiell intelligens;TDDC17;4;1;G
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Matteknik, 2;TFMT13;5;1;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Medicin och teknik;TBME01;2;1;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Elektromagnetism;TFFY75;3;1;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Bilder och grafik A;TSBB65;4;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Grundlaggande och diskret matematik, del 2;TATAx2;4;1;G
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Informationssakning;TGTU60;1;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Envariabelanalys 1;TATA41;4;1;G
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Modern fysik, 2;TFYY93;5;1;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Linjar algebra, 5;TATA24;5;1;G
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Matematiska utblickar;TATA40;1;1;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Signaler och system med transformer, del 1;TSDT13;4;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Digitalteknik;TSEA22;4;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Reglerteknik;TSRT12;4;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Industrikunskap;TGTU50;1;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Ingenjaren, tekniken och samhallet;TGTU17;4;0;U
Civilingenjar i datateknik;LIU50100;8066651898;Aldrich Sayegh;11.61;Elektronik;TSTE58;4;0;U
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Objektorienterad programmering och Java;TDDC69;4;1;VG
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Tekniska farutsattningar och anvandarkrav;TGTU09;6;0;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Artificiell intelligens;TDDC17;4;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Medicin och teknik;TBME01;2;1;VG
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Imperativ programmering och Ada;TDDC68;4;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Datorteknik;TSEA20;5;0;VG
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Anatomi och fysiologi;TBME02;3;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Logik;TDDC36;4;1;U
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Konstruktion med mikrodatorer, projektkurs, 5;TSEA29;5;0;VG
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Numeriska algoritmer, 3;TANA47;5;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Funktionell programmering och Lisp, 5;TDDC67;5;1;VG
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Linjar algebra, 5;TATA24;5;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Forskning vid LiTH;TGTU55;1;0;U
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Datasakerhet;TSIT02;4;0;VG
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Matteknik;TFMT12;2;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Formella sprak och automatateori, 3;TDDA89;5;1;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Elektronik;TSTE58;4;0;G
Civilingenjar i datateknik;LIU50100;4990524674;Amery Rubio;16.44;Datorsystem och programmering, 2;TDDC66;5;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Elektromagnetism;TFFY75;3;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Anatomi och fysiologi;TBME02;3;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Logik;TDDC36;4;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Konstruktion av digitala system A;TSTE70;5;0;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Databasteknik;TDDB48;5;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Linjar algebra, 5;TATA24;5;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Forskning vid LiTH;TGTU55;1;0;VG
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Datasakerhet;TSIT02;4;0;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Matteknik;TFMT12;2;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Matematiska utblickar;TATA40;1;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Digitalteknik;TSEA22;4;0;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Datorsystem och programmering, 2;TDDC66;5;1;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Elektronik;TSTE58;4;0;G
Civilingenjar i datateknik;LIU50100;5570147097;Blair Coley;20.00;Analog konstruktion A;TSTE30;5;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Introduktionskurs i Matlab, 1;TSRT04;5;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Signalteori A;TSDT06;3;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Artificiell intelligens;TDDC17;4;1;VG
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Bilder och grafik A;TSBB65;4;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Elektromagnetism;TFFY75;3;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Konstruktion av digitala system A;TSTE70;5;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Numeriska algoritmer, 3;TANA47;5;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Halvledarteknik;TFFY34;3;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Matematiska utblickar;TATA40;1;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Analog konstruktion A;TSTE30;5;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Formella sprak och automatateori, 3;TDDA89;5;1;VG
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Imperativ programmering och Ada;TDDC68;4;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Anatomi och fysiologi;TBME02;3;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Logik;TDDC36;4;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Konstruktion med mikrodatorer, projektkurs, 5;TSEA29;5;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Programutvecklingsmetodik teori;TDDC01;3;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;VG
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Modern fysik, 2;TFYY93;5;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Forskning vid LiTH;TGTU55;1;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Mekanik;TFYY68;4;1;VG
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Digitalteknik;TSEA22;4;0;VG
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Reglerteknik;TSRT12;4;0;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Processprogrammering och operativsystem;TDDB68;4;1;G
Civilingenjar i datateknik;LIU50100;6956851964;Quintin Cadzow;16.52;Ingenjaren, tekniken och samhallet;TGTU17;4;0;G
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Introduktionskurs i Matlab, 1;TSRT04;5;0;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Artificiell intelligens;TDDC17;4;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Matteknik, 2;TFMT13;5;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Konstruktion av digitala system A;TSTE70;5;0;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Informationssakning;TGTU60;1;0;G
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Envariabelanalys 2;TATA42;4;1;VG
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Linjar algebra, 5;TATA24;5;1;G
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Halvledarteknik;TFFY34;3;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Matteknik;TFMT12;2;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Matematiska utblickar;TATA40;1;1;G
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Analog konstruktion A;TSTE30;5;0;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Datorsystem och programmering, 2;TDDC66;5;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Modellbygge och simulering A;TSRT62;4;0;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Industriell ekonomi;TDEI04;4;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Logik;TDDC36;4;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Konstruktion med mikrodatorer, projektkurs, 5;TSEA29;5;0;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Envariabelanalys 1;TATA41;4;1;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Industrikunskap;TGTU50;1;0;G
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Reglerteknik;TSRT12;4;0;U
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Elektronik;TSTE58;4;0;U
